149 11 81 96 19 26 27 7 1
150 87 11 59 45 33 2 4 1
151 62 84 17 30 95 36 1 1
152 56 8 52 46 67 43 7 1
153 33 72 6 92 48 24 8 1
154 46 87 19 78 34 96 9 1
155 51 98 4 69 81 21 10 1
156 19 25 42 63 88 96 3 1
157 53 3 72 41 65 73 8 1
158 8 23 44 6 79 92 8 1
159 28 13 48 65 93 30 10 1
160 22 39 38 22 65 92 3 1
161 29 9 78 9 42 93 10 1
162 90 29 97 14 64 46 5 1
163 45 57 45 88 1 56 7 1
164 78 33 28 66 68 63 6 1
165 89 95 66 3 73 81 9 1
166 42 38 76 14 48 31 9 1
167 7 96 59 16 16 32 3 1
168 34 28 37 48 64 60 8 1
169 73 69 51 76 70 2 7 1
170 34 14 15 85 59 85 2 1
171 64 82 27 88 17 51 9 1
172 85 77 18 2 5 88 5 1
173 86 45 90 5 47 88 7 1
174 40 46 57 22 17 40 0 1
175 39 69 35 73 29 47 4 1
176 90 8 29 80 34 7 3 1
177 65 65 75 64 41 33 2 1
178 75 79 57 15 59 83 6 1
179 61 23 57 49 26 61 0 1
180 91 5 64 75 76 90 3 1
181 30 39 97 27 17 51 3 1
182 20 35 77 76 64 99 9 1
183 89 45 77 20 58 17 5 1
184 51 39 16 38 85 20 3 1
185 88 92 37 57 12 96 10 1
186 19 18 92 46 18 53 0 1
187 76 15 50 89 39 42 6 1
188 73 62 3 59 42 86 4 1
189 95 2 46 7 39 7 8 1
190 55 7 3 14 2 38 7 1
191 72 78 2 15 27 10 9 1
192 39 94 88 87 86 97 1 1
193 11 21 96 95 96 71 0 1
194 93 65 90 90 25 6 5 1
195 29 34 86 12 4 92 8 1
196 60 96 13 80 27 22 9 1
197 12 82 23 1 52 88 0 1
198 85 75 70 70 97 51 1 1
199 32 23 65 51 12 50 0 1
200 79 5 10 27 76 54 8 1
201 27 37 60 64 9 83 6 1
202 22 75 95 100 15 84 9 1
203 52 94 13 51 49 79 9 1
204 27 68 53 94 68 67 7 1
205 19 71 94 20 99 54 10 1
206 52 85 45 49 13 87 4 1
207 57 71 41 64 93 52 2 1
208 13 86 37 21 56 23 10 1
209 26 45 58 43 58 94 5 1
210 72 68 11 68 90 2 6 1
211 97 13 66 83 26 1 0 1
212 11 74 81 36 97 6 9 1
213 77 7 17 62 98 57 0 1
214 95 29 50 35 63 32 3 1
215 82 42 14 76 41 35 8 1
216 31 95 69 57 79 2 0 1
217 65 98 49 63 19 5 0 1
218 96 4 21 40 27 12 8 1
219 96 59 72 66 9 25 9 1
220 34 4 34 69 23 73 3 1
221 27 57 53 78 28 45 3 1
222 17 10 60 77 21 94 2 1
223 33 64 76 2 96 33 2 1
224 52 82 4 24 90 65 0 1
225 93 36 64 70 87 84 9 1
226 52 14 18 91 10 96 7 1
227 26 9 71 9 72 76 7 1
228 5 36 27 67 21 54 9 1
229 42 100 9 65 6 14 4 1
230 86 54 72 94 93 77 8 1
231 35 34 76 91 40 71 10 1
232 14 32 18 3 69 72 7 1
233 38 39 22 33 87 79 9 1
234 64 2 14 87 6 81 3 1
235 40 4 33 21 38 12 7 1
236 69 88 66 49 60 38 9 1
237 69 41 46 47 25 41 7 1
238 56 47 23 54 35 81 3 1
239 43 41 5 95 53 96 5 1
240 46 71 85 54 80 85 7 1
241 31 40 47 55 24 70 2 1
242 58 51 5 64 13 63 6 1
243 92 4 34 56 37 82 7 1
244 15 30 36 7 93 24 7 1
245 42 97 24 30 100 97 4 1
246 22 94 21 49 59 30 1 1
247 43 97 29 30 71 56 7 1
248 14 80 30 54 97 36 7 1
249 47 76 90 45 90 61 7 1
250 95 7 77 80 36 22 4 1
251 77 14 11 6 52 86 1 1
252 94 13 76 37 54 44 7 1
253 48 77 42 90 33 51 8 1
254 61 91 23 52 28 97 9 1
255 49 41 1 37 75 65 10 1
256 11 19 4 42 57 3 3 1
257 25 38 26 3 7 30 8 1
258 50 51 23 60 43 10 8 1
259 38 92 31 50 93 21 10 1
260 94 8 91 11 39 74 3 1
261 53 11 94 41 42 49 10 1
262 32 76 50 6 74 12 5 1
263 28 31 17 4 1 29 7 1
264 79 73 19 24 72 25 6 1
265 71 24 20 98 20 79 9 1
266 17 40 51 5 2 63 9 1
267 7 51 9 14 34 26 3 1
268 76 94 80 93 4 81 8 1
269 63 6 58 9 98 22 7 1
270 17 31 97 95 73 82 2 1
271 7 25 88 68 47 19 9 1
272 11 39 71 1 6 43 5 1
273 39 77 12 85 7 88 7 1
274 17 87 17 52 85 28 0 1
275 30 68 34 43 39 36 4 1
276 20 68 99 86 54 44 3 1
277 26 17 92 59 19 28 2 1
278 19 81 54 7 46 19 6 1
279 48 72 25 14 6 46 0 1
280 78 93 93 42 5 60 3 1
281 3 1 76 84 26 32 3 1
282 53 60 91 39 26 45 9 1
283 89 37 66 63 4 96 5 1
284 38 75 3 61 79 58 3 1
285 5 77 10 55 100 76 10 1
286 14 27 95 59 87 65 0 1
287 33 26 89 78 61 24 6 1
288 16 68 46 70 11 34 4 1
289 14 49 79 85 74 62 8 1
290 23 38 21 98 82 13 7 1
291 23 6 32 24 13 61 9 1
292 14 90 53 86 87 54 1 1
293 99 81 19 69 91 87 0 1
294 33 49 54 31 5 75 5 1
295 51 4 35 17 70 38 8 1
296 69 52 52 77 36 80 9 1
297 10 38 80 99 18 80 0 1
298 12 50 45 86 55 87 1 1
299 6 40 29 68 46 88 0 1
300 93 3 94 82 38 73 8 1
301 68 53 4 49 35 98 6 1
302 10 17 85 47 25 52 9 1
303 50 21 45 32 91 49 9 1
304 47 98 64 3 67 56 7 1
305 38 97 78 42 44 53 10 1
306 100 77 29 98 60 46 4 1
307 18 8 13 14 87 90 2 1
308 82 52 90 74 97 15 10 1
309 7 61 41 53 77 62 5 1
310 41 44 76 97 27 7 6 1
311 15 1 12 73 39 59 0 1
312 20 44 34 92 55 57 9 1
313 85 51 55 31 49 92 0 1
314 72 67 32 63 18 15 3 1
315 27 70 45 21 20 82 8 1
316 50 79 41 86 20 68 0 1
317 9 14 49 6 31 51 0 1
318 36 17 44 77 40 74 8 1
319 97 76 27 72 9 6 9 1
320 63 45 66 77 76 99 3 1
321 67 63 24 64 34 47 3 1
322 32 11 82 82 93 76 2 1
323 41 84 81 42 36 88 2 1
324 100 34 59 94 36 55 0 1
325 86 20 55 30 42 31 9 1
326 96 70 5 12 22 45 7 1
327 82 17 43 61 100 2 7 1
328 79 8 65 3 61 22 9 1
329 27 4 1 9 56 61 4 1
330 77 85 87 34 90 50 8 1
331 99 38 11 8 7 27 10 1
332 30 89 10 71 79 46 7 1
333 40 10 78 8 83 46 9 1
334 82 50 3 33 49 38 3 1
335 8 76 35 36 39 46 7 1
336 37 61 79 39 6 44 9 1
337 45 53 12 79 93 12 7 1
338 16 92 36 61 26 69 3 1
339 59 99 34 77 53 44 5 1
340 98 28 70 24 83 62 7 1
341 99 13 36 29 95 31 2 1
342 18 18 41 32 85 65 6 1
343 55 89 31 93 50 42 7 1
344 39 13 96 46 12 10 7 1
345 68 30 70 13 30 30 4 1
346 27 17 89 15 57 68 1 1
347 47 8 94 32 98 34 7 1
348 18 24 75 98 26 33 7 1
349 37 72 84 24 9 29 7 1
350 73 65 80 4 98 28 4 1
351 49 8 90 57 67 97 1 1
352 7 18 84 82 59 30 7 1
353 79 15 38 4 17 73 8 1
354 42 40 88 4 10 80 9 1
355 99 24 81 89 89 62 10 1
356 29 57 18 10 69 32 3 1
357 85 59 17 89 68 96 8 1
358 9 10 95 88 32 24 8 1
359 89 16 45 84 34 19 10 1
360 48 93 8 56 36 39 3 1
361 11 86 99 47 36 72 10 1
362 34 91 2 77 27 95 5 1
363 84 12 50 88 82 16 7 1
364 28 4 43 71 88 54 6 1
365 59 59 39 69 15 32 9 1
366 84 32 74 64 17 83 9 1
367 8 56 28 84 22 70 3 1
368 71 36 66 37 100 64 8 1
369 70 15 78 58 66 29 7 1
370 47 57 73 64 83 41 2 1
371 44 34 99 62 78 32 9 1
372 57 13 55 4 4 75 5 1
373 93 26 66 2 5 93 7 1
374 24 36 28 7 6 86 0 1
375 23 84 40 30 58 95 4 1
376 43 79 56 13 49 91 3 1
377 34 95 99 85 13 24 2 1
378 87 84 97 59 40 66 6 1
379 18 15 22 55 27 49 0 1
380 50 60 40 57 66 52 3 1
381 43 83 88 12 91 84 3 1
382 57 64 70 51 75 43 9 1
383 66 47 34 17 85 4 5 1
384 98 26 70 34 5 59 3 1
385 24 3 16 29 43 34 10 1
386 25 33 90 88 88 69 0 1
387 80 23 89 99 18 83 6 1
388 84 88 14 45 35 91 4 1
389 12 68 4 43 63 65 8 1
390 97 53 36 30 43 84 7 1
391 15 56 38 26 95 39 9 1
392 15 25 62 80 100 48 1 1
393 93 1 51 2 82 16 0 1
394 51 95 34 4 91 49 5 1
395 16 72 33 3 66 80 8 1
396 35 28 58 57 41 75 9 1
397 66 75 6 89 54 93 0 1
398 32 88 41 56 51 22 1 1
399 36 39 27 20 86 2 0 1
400 15 72 17 80 26 18 8 1
401 66 24 6 95 83 35 6 1
402 19 65 6 8 37 67 9 1
403 96 98 98 38 80 98 9 1
404 90 38 80 67 91 65 7 1
405 95 47 4 1 24 69 10 1
406 73 82 55 75 73 78 4 1
407 38 50 2 99 1 42 2 1
408 79 6 78 28 77 47 10 1
409 2 14 76 14 29 13 5 1
410 95 17 2 98 35 91 6 1
411 100 9 82 31 91 36 0 1
412 36 41 86 57 88 67 9 1
413 75 7 43 54 43 78 0 1
414 80 57 64 97 82 19 3 1
415 71 34 42 46 27 58 8 1
416 48 55 33 38 59 26 0 1
417 50 92 77 7 3 33 0 1
418 31 39 71 68 40 67 8 1
419 70 97 92 7 28 18 9 1
420 83 39 62 21 21 68 3 1
421 44 95 6 92 21 46 3 1
422 52 69 74 96 12 39 2 1
423 67 91 91 24 28 12 2 1
424 15 26 71 41 9 68 0 1
425 35 41 58 80 54 100 9 1
426 41 2 57 89 28 28 7 1
427 9 12 37 96 41 95 7 1
428 94 51 56 63 69 100 9 1
429 84 38 90 22 90 76 4 1
430 88 81 28 53 31 41 8 1
431 94 1 83 24 6 55 10 1
432 8 84 68 95 76 20 7 1
433 38 38 90 3 7 33 9 1
434 54 39 30 64 62 70 3 1
435 11 96 39 98 14 97 7 1
436 81 48 91 11 24 56 9 1
437 74 56 79 23 49 10 7 1
438 6 94 55 15 54 14 3 1
439 49 87 62 36 99 84 5 1
440 93 26 93 34 61 28 7 1
441 5 69 31 9 92 60 2 1
442 30 45 37 98 24 76 6 1
443 51 22 97 78 36 81 7 1
444 61 69 42 4 97 9 7 1
445 27 96 57 95 22 93 4 1
446 43 26 81 48 88 13 1 1
447 37 47 48 59 90 50 7 1
448 95 33 88 99 40 99 7 1
449 13 17 71 35 63 59 7 1
450 8 72 13 67 68 59 4 1
451 97 53 66 5 34 1 1 1
452 45 24 80 89 94 90 7 1
453 38 7 25 94 49 44 8 1
454 18 68 87 96 49 3 9 1
455 6 81 48 76 89 80 10 1
456 66 12 33 83 49 62 3 1
457 58 70 100 49 46 99 8 1
458 99 3 76 73 3 27 8 1
459 61 37 48 89 59 13 10 1
460 7 74 26 7 50 73 3 1
461 17 32 39 91 79 60 10 1
462 48 45 30 3 53 94 5 1
463 1 83 77 33 30 51 7 1
464 45 34 43 13 13 50 6 1
465 27 15 66 12 3 92 9 1
466 94 31 25 52 51 90 9 1
467 72 17 30 84 50 41 3 1
468 17 84 93 45 19 35 8 1
469 48 67 14 76 89 50 7 1
470 70 14 49 90 75 94 2 1
471 47 33 81 31 44 17 9 1
472 96 84 34 56 51 91 5 1
473 72 83 55 100 75 50 7 1
474 40 15 6 21 43 57 0 1
475 12 43 69 1 30 13 4 1
476 25 45 53 31 65 76 3 1
477 87 89 39 50 18 44 2 1
478 44 42 22 3 18 64 6 1
479 50 69 5 88 67 28 0 1
480 70 72 34 94 36 64 3 1
481 77 2 53 94 36 44 3 1
482 16 4 37 5 63 57 9 1
483 85 10 100 84 81 25 5 1
484 95 40 5 84 24 79 3 1
485 59 91 8 56 83 96 10 1
486 51 45 68 89 67 46 0 1
487 19 76 17 79 35 29 6 1
488 1 72 59 91 24 35 4 1
489 88 17 10 72 55 49 8 1
490 14 87 66 58 52 69 7 1
491 3 9 36 49 83 35 9 1
492 94 17 24 21 72 34 1 1
493 30 85 92 20 93 77 0 1
494 17 63 4 84 10 1 5 1
495 40 21 44 89 35 90 8 1
496 46 68 98 57 73 80 9 1
497 44 97 40 37 32 37 0 1
498 52 89 92 24 86 92 1 1
499 85 97 10 39 38 16 0 1
500 6 47 33 58 41 89 8 1
501 56 8 53 60 89 66 6 1
502 69 88 8 80 22 94 9 1
503 66 20 85 51 23 71 9 1
504 67 54 43 55 30 62 7 1
505 48 11 99 3 26 36 10 1
506 97 39 48 78 71 7 4 1
507 41 75 91 34 40 76 2 1
508 85 70 2 47 29 32 10 1
509 76 10 20 73 10 59 5 1
510 54 62 39 75 1 73 6 1
511 88 3 31 90 34 10 0 1
512 47 65 53 31 96 16 9 1
513 1 98 73 11 35 73 0 1
514 73 85 96 20 97 48 3 1
515 72 85 50 26 53 12 8 1
516 19 39 14 28 2 27 0 1
517 65 80 61 1 76 91 0 1
518 55 41 100 92 9 79 8 1
519 34 26 10 85 95 65 9 1
520 64 42 90 38 25 53 3 1
521 83 50 34 51 80 95 3 1
522 71 86 48 34 79 47 2 1
523 35 74 18 79 11 47 2 1
524 13 98 36 79 73 96 0 1
525 39 11 18 29 94 6 9 1
526 93 84 66 39 6 69 7 1
527 81 46 24 59 80 9 7 1
528 76 86 90 100 34 33 9 1
529 96 57 34 84 53 91 4 1
530 100 97 93 73 85 57 8 1
531 61 96 50 41 92 28 10 1
532 3 29 57 96 57 85 7 1
533 34 74 74 81 71 17 9 1
534 28 8 22 71 63 88 3 1
535 12 91 31 75 44 62 7 1
536 5 14 87 5 84 68 9 1
537 38 56 20 6 29 40 7 1
538 34 61 86 90 96 55 3 1
539 18 14 95 63 82 15 5 1
540 63 51 28 72 44 85 7 1
541 40 37 84 1 2 1 2 1
542 96 1 15 16 98 52 6 1
543 66 5 76 40 44 33 7 1
544 33 89 45 72 17 81 7 1
545 20 83 96 30 13 64 4 1
546 12 42 64 84 7 80 1 1
547 100 93 17 81 3 37 7 1
548 38 48 41 19 27 25 7 1
549 57 48 98 62 59 45 7 1
550 74 66 15 10 21 9 4 1
551 88 17 89 28 45 33 1 1
552 58 10 20 79 34 75 7 1
553 2 87 63 44 3 60 8 1
554 91 24 80 23 41 84 9 1
555 78 56 74 58 39 76 10 1
556 39 85 76 79 9 35 3 1
557 10 35 53 16 67 91 8 1
558 5 98 63 85 26 43 8 1
559 83 87 46 25 74 6 10 1
560 83 76 26 81 100 68 3 1
561 66 23 6 11 62 59 10 1
562 14 77 44 58 74 76 5 1
563 35 88 78 7 77 41 7 1
564 74 5 13 10 41 82 6 1
565 91 20 99 30 58 86 9 1
566 70 86 82 65 99 69 9 1
567 25 66 99 50 65 99 3 1
568 65 87 4 56 85 64 8 1
569 29 82 57 6 46 50 7 1
570 96 37 41 35 88 83 2 1
571 16 10 46 69 15 67 9 1
572 42 58 41 44 50 78 5 1
573 26 66 58 26 60 86 7 1
574 10 83 27 15 55 62 0 1
575 83 46 88 63 83 94 4 1
576 53 99 100 58 87 59 3 1
577 67 76 94 56 99 89 2 1
578 41 14 99 3 19 92 6 1
579 85 22 66 36 33 2 0 1
580 74 85 31 38 39 100 3 1
581 35 47 87 3 51 13 3 1
582 95 92 68 68 60 55 9 1
583 65 92 49 6 2 39 5 1
584 4 82 63 5 41 48 3 1
585 60 57 70 1 22 98 10 1
586 42 62 68 21 59 13 0 1
587 8 80 89 92 91 56 6 1
588 53 44 69 35 94 28 4 1
589 97 42 100 36 40 54 8 1
590 71 57 26 87 97 69 7 1
591 56 16 48 98 72 54 9 1
592 25 81 2 99 20 30 1 1
593 78 50 26 8 75 73 0 1
594 66 15 33 47 53 100 5 1
595 84 12 68 94 18 90 8 1
596 65 12 75 14 28 31 9 1
597 48 1 35 86 51 85 0 1
598 50 24 29 53 54 34 1 1
599 38 88 74 23 60 1 0 1
600 46 8 63 43 44 40 8 1
601 82 14 64 77 38 2 6 1
602 93 5 22 60 82 20 9 1
603 15 4 91 72 59 47 9 1
604 75 92 59 29 56 94 7 1
605 98 85 17 45 26 78 10 1
606 98 18 69 76 70 6 4 1
607 36 50 12 94 13 6 2 1
608 40 31 53 8 66 72 10 1
609 96 28 95 39 71 77 5 1
610 11 13 15 13 6 91 6 1
611 94 43 59 98 92 15 0 1
612 35 70 88 17 73 8 9 1
613 54 34 18 12 58 61 0 1
614 54 71 48 79 57 87 3 1
615 72 85 15 91 48 50 8 1
616 41 89 10 60 30 25 0 1
617 16 77 30 31 39 12 0 1
618 35 33 25 23 6 27 8 1
619 63 5 73 64 93 96 9 1
620 6 90 54 28 21 41 3 1
621 86 64 30 48 87 77 3 1
622 22 56 20 93 16 10 2 1
623 54 77 92 45 92 100 2 1
624 14 10 4 18 89 40 0 1
625 33 75 60 47 74 77 9 1
626 63 88 16 87 78 31 7 1
627 26 1 58 83 61 38 7 1
628 64 94 46 95 79 32 9 1
629 49 41 50 52 70 45 4 1
630 94 79 53 11 58 52 8 1
631 86 98 39 92 61 30 10 1
632 38 34 93 99 40 93 7 1
633 32 79 44 55 12 10 9 1
634 83 9 25 42 23 71 3 1
635 46 5 88 57 99 2 7 1
636 32 52 19 94 40 98 9 1
637 10 5 10 48 13 51 7 1
638 7 9 24 45 95 45 3 1
639 69 69 87 34 83 94 5 1
640 67 4 84 7 66 42 7 1
641 91 44 37 59 11 66 2 1
642 31 76 19 18 43 71 6 1
643 94 84 77 84 19 38 7 1
644 21 39 45 29 43 43 7 1
645 80 62 48 80 24 79 4 1
646 23 35 99 73 49 5 1 1
647 4 54 9 85 12 58 7 1
648 87 27 10 50 91 12 7 1
649 69 58 64 96 48 73 7 1
650 95 91 20 8 36 95 4 1
651 68 57 27 64 20 70 1 1
652 85 6 32 85 23 92 7 1
653 37 11 87 57 57 44 8 1
654 40 33 6 59 59 78 9 1
655 57 100 21 94 98 86 10 1
656 10 72 58 31 66 77 3 1
657 20 8 4 48 77 63 8 1
658 59 62 2 83 83 18 8 1
659 76 50 20 16 5 6 10 1
660 87 27 35 94 23 91 3 1
661 38 30 29 19 69 74 10 1
662 80 48 19 30 68 66 5 1
663 6 97 21 26 53 98 7 1
664 63 43 24 12 46 14 6 1
665 36 85 41 8 98 62 9 1
666 59 96 87 4 24 40 9 1
667 92 29 28 93 70 98 3 1
668 20 55 76 74 14 19 8 1
669 37 59 35 28 40 69 7 1
670 68 26 97 36 8 16 2 1
671 77 88 63 87 11 71 9 1
672 53 89 85 78 50 16 5 1
673 83 99 13 100 52 41 7 1
674 53 11 56 98 25 39 0 1
675 51 62 78 35 89 2 4 1
676 42 71 26 90 39 4 3 1
677 37 15 50 65 19 13 2 1
678 13 90 59 30 31 75 6 1
679 30 17 49 29 23 43 0 1
680 28 13 61 6 99 69 3 1
681 78 98 3 100 84 14 3 1
682 78 63 39 97 96 15 9 1
683 15 2 39 15 83 6 5 1
684 52 83 7 96 25 90 3 1
685 60 100 29 89 39 49 10 1
686 51 87 77 24 99 56 0 1
687 39 40 81 81 32 28 6 1
688 43 94 21 93 15 59 4 1
689 2 33 92 83 40 100 8 1
690 92 98 11 86 90 72 7 1
691 8 57 90 85 87 55 9 1
692 51 58 52 79 63 63 1 1
693 83 83 14 74 53 68 0 1
694 60 20 34 29 27 61 5 1
695 43 62 22 73 61 69 8 1
696 56 23 83 55 20 39 9 1
697 79 3 47 19 95 53 0 1
698 17 76 34 36 84 59 1 1
699 98 64 15 68 81 75 0 1
700 48 6 87 83 84 76 8 1
701 93 68 6 36 89 71 6 1
702 91 70 62 42 18 68 9 1
703 76 75 79 100 96 78 9 1
704 68 13 58 87 79 20 7 1
705 65 16 53 77 38 84 10 1
706 8 18 42 51 79 82 4 1
707 43 1 74 80 46 86 2 1
708 54 64 89 13 23 44 10 1
709 95 38 12 2 57 53 5 1
710 72 28 33 86 2 18 6 1
711 73 18 37 10 68 11 0 1
712 48 21 26 63 45 40 9 1
713 13 23 13 17 31 1 0 1
714 79 26 59 26 35 4 3 1
715 44 18 21 28 59 33 8 1
716 44 93 58 22 30 68 0 1
717 3 35 60 29 24 7 0 1
718 15 9 98 18 93 97 8 1
719 43 38 21 75 64 38 9 1
720 77 55 25 50 52 58 3 1
721 1 79 17 41 18 41 3 1
722 61 33 79 89 68 73 2 1
723 91 84 10 39 41 62 2 1
724 71 100 46 77 52 32 0 1
725 27 22 8 89 92 96 9 1
726 86 44 94 34 94 17 7 1
727 34 38 20 2 37 96 7 1
728 58 97 72 79 76 26 9 1
729 44 65 96 48 25 83 4 1
730 6 81 75 6 73 38 8 1
731 73 92 26 81 73 60 10 1
732 55 6 62 75 8 69 7 1
733 76 48 14 86 1 67 9 1
734 6 70 19 92 64 76 3 1
735 72 5 8 42 55 49 7 1
736 30 76 28 85 80 54 9 1
737 29 60 45 34 59 6 7 1
738 83 52 72 15 48 49 3 1
739 9 46 35 43 100 98 5 1
740 5 3 16 29 99 70 7 1
741 35 97 60 34 29 89 2 1
742 55 99 90 39 72 39 6 1
743 61 64 39 34 22 88 7 1
744 28 43 10 11 16 56 7 1
745 21 27 81 9 99 31 4 1
746 39 9 12 91 82 81 1 1
747 48 34 77 43 65 72 7 1
748 84 90 13 4 57 41 7 1
749 13 31 86 60 50 69 7 1
750 68 41 54 45 39 39 4 1
751 50 58 60 29 70 6 1 1
752 91 60 87 43 53 50 7 1
753 56 58 87 14 33 44 8 1
754 13 22 6 47 62 48 9 1
755 45 83 47 6 12 65 10 1
756 20 4 35 49 60 45 3 1
757 44 63 83 35 78 66 8 1
758 23 44 53 88 54 60 8 1
759 97 36 44 96 54 27 10 1
760 45 78 6 33 49 91 3 1
761 78 18 25 29 47 98 10 1
762 16 50 40 98 80 4 5 1
763 87 74 12 27 10 97 7 1
764 21 52 43 81 96 45 6 1
765 18 48 24 100 22 76 9 1
766 17 59 86 86 42 88 9 1
767 57 58 23 3 69 27 3 1
768 73 66 75 4 55 69 8 1
769 88 87 72 56 18 18 7 1
770 71 40 10 22 71 40 2 1
771 48 97 48 75 70 10 9 1
772 83 39 13 55 54 54 5 1
773 2 18 27 32 90 26 7 1
774 100 24 23 20 33 100 0 1
775 64 95 19 89 83 4 4 1
776 43 9 2 17 78 66 3 1
777 3 20 94 79 10 70 2 1
